Day,Total Area,Mean Area,Cluster Count,Total Volume,Mean Volume
0.25,172213.0,657.3015267175573,262,3868977.490469772,14767.089658281571
0.375,167175.0,676.8218623481781,247,3819166.1953492826,15462.211317203573
0.5,164905.0,695.8016877637131,237,3789483.665916394,15989.382556609256
0.625,163766.0,737.6846846846847,222,3916996.681964116,17644.12919803656
0.75,166542.0,778.2336448598131,214,4247171.817144757,19846.59727637737
0.875,162513.0,820.7727272727273,198,4270198.481223745,21566.65899607952
1.0,160759.0,734.0593607305937,219,3819895.12744967,17442.443504336392
1.125,166592.0,910.3387978142076,183,4647756.7796116825,25397.578030664932
1.25,174175.0,1036.7559523809523,168,5303123.549409138,31566.211603625823
1.375,167278.0,1052.062893081761,159,5078164.370587364,31938.14069551801
1.5,169199.0,1105.875816993464,153,5224652.270538941,34148.05405581007
1.625,169518.0,1145.3918918918919,148,5420522.495087335,36625.151993833344
1.75,171544.0,1191.2777777777778,144,5565445.9298204975,38648.9300681979
1.875,173614.0,1231.3049645390072,141,5754254.298706835,40810.31417522578
2.0,169721.0,1123.9801324503312,151,5182963.611791412,34324.26232974445
2.125,172097.0,1355.0944881889764,127,6083531.784570355,47901.82507535713
2.25,172242.0,1377.936,125,6148772.816548132,49190.18253238506
2.375,170436.0,1432.235294117647,119,6203994.255714066,52134.40551020224
2.5,169584.0,1437.1525423728813,118,6143931.269062225,52067.21414459513
2.625,168044.0,1513.9099099099099,111,6358890.983994858,57287.30616211584
2.75,168548.0,1491.575221238938,113,6283660.40406166,55607.61419523593
2.875,169812.0,1489.578947368421,114,6464558.586556814,56706.65426804223
3.0,171202.0,1488.713043478261,115,6324994.257905161,54999.95006874053
3.125,177264.0,1611.490909090909,110,7331077.694236124,66646.16085669203
3.25,174512.0,1615.851851851852,108,7027783.983634845,65072.07392254486
3.375,175879.0,1516.198275862069,116,7053527.962534137,60806.275539087386
3.5,169040.0,1594.7169811320755,106,6818997.748040684,64330.16743434607
3.625,173035.0,1602.1759259259259,108,6959331.713932521,64438.2566104863
3.75,170125.0,1651.6990291262136,103,6844848.072248838,66454.83565290134
3.875,170502.0,1608.5094339622642,106,6993667.341164956,65977.99378457505
4.0,160105.0,1496.3084112149534,107,5687643.794776459,53155.549483892144
4.125,174501.0,1586.3727272727272,110,7203608.771623444,65487.35246930404
4.25,172967.0,1601.5462962962963,108,7121231.024162645,65937.32429780228
4.375,170787.0,1511.3893805309735,113,6755550.240321447,59783.63044532254
4.5,172400.0,1641.904761904762,105,7125290.74871546,67859.9118925282
4.625,171711.0,1561.009090909091,110,7008802.024916417,63716.3820446947
4.75,169496.0,1540.8727272727272,110,6916461.780803105,62876.92528002823
4.875,192183.0,2001.90625,96,10794190.468150869,112439.48404323822
5.0,163980.0,1975.6626506024097,83,7761450.542563395,93511.4523200409
